image_path,alt_text,caption,tags
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_346.jpg,,Ambondro_lingual.jpg," Australosphenida skulls, Ambondro, Australosphenida teeth, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_347.jpg,"Historic Route 66 near Amboy, California, USA (2012)",Amboy_CaliforniaC_USAC_Hist._Route_66_--_2012_--_1.jpg," Amboy, California, U.S. Route 66 pavement markings, U.S. Route 66 in California, Perspective views in the United States, Horizons of the United States, Inscriptions in California, Two lane roads, Straight roads in the United States, Asphalt roads in California, Empty streets in California, White lines (road markings), Yellow lines (road markings) in the United States, Signs on ground, Symmetry impressions of transport infrastructure, Vertical symmetry impressions, Blue sky in California, Perspective views of roads, One-point perspective, Summer in California, July 2012 in California, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_348.jpg,,Ambrogio_de_Predis_-_Bianca_Maria_Sforza_-_Google_Art_Project.jpg," Bianca Maria Sforza (Ambrogio de Predis - National Gallery of Art), "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_349.jpg,,Ambrose_Burnside2.jpg," American Civil War photographs by Mathew Brady, Ambrose Burnside, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_350.jpg,,AmbrosianIliadPict47Achilles.jpg," Achilles in drawings, Zeus, Iliad Book 16, Ambrosian Iliad, Sacrifice in ancient Greece and Rome, Paludamentum, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_351.jpg,,Ambrosius_Bosschaert_the_Elder_Dutch_-_Flower_Still_Life_-_Google_Art_Project.jpg," Still-life paintings of flowers by Ambrosius Bosschaert (I), Dutch still life paintings in the Getty Center, 17th-century still life paintings in the United States, 17th-century still-life paintings with flower baskets, 17th-century still-life paintings with living animals, 1610s oil on copper paintings, 1610s still-life paintings, 1614 paintings in the United States, Dragonflies and damselflies in art, Myosotis in art, Paintings of bees, Still-life paintings of carnations or pinks, Oil still-life paintings of tulips, Still life paintings with butterflies, Still-life paintings with insects, 1610s paintings of flowers, Lilies of the valley in art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_352.jpg,"American avocet in the Jamaica Bay Wildlife Refuge East Pond, Queens, NY",American_avocet_.jpg," Jamaica Bay Wildlife Refuge, Recurvirostra americana, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_353.jpg,American Bird Grasshopper,American_Bird_Grasshopper.jpg," Schistocerca americana, Green Swamp (Florida), Side views of insects, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_354.jpg,Example of Bison bison,American_bison_k5680-1.jpg," Bison bison (male), "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_355.jpg,,American_buffalo_proof_vertical_edit.jpg," American Gold Buffalo, Proof coinage, 1996 coins, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_356.jpg,,American_Polyconic_projection.jpg," Images of map projections, Maps with polyconic projection, Global maps centered Greenwich, 21st-century maps of the world, 2011 maps of the world, Language-neutral maps of the world, Blue Marble Next Generation images, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_357.jpg,"American robin in Green-Wood Cemetery, Brooklyn, NY",American_robin_.jpg," Birds in Green-Wood Cemetery, April 2024 in Brooklyn, New York City, Turdus migratorius, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_358.jpg,Pressure vessel being lowered into a furnace during the Manhattan Project,Ames_Process_pressure_vessel_lower.jpg," Manhattan Project feed materials, Uranium, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_359.jpg,Interior of an Ames Process pressure vessel with slag coating,Ames_Process_pressure_vessel_remnant_slag_after_reaction.jpg," Manhattan Project feed materials, Uranium, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_360.jpg,Biscuit of uranium metal,Ames_Process_uranium_biscuit.jpg," Manhattan Project feed materials, Uranium, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_361.jpg,Amethyst,Amethyst._MagaliesburgC_South_Africa.jpg," Amethyst crystals with matrix showing in image, Magaliesburg, Birthstones, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_362.jpg,Amilcare Ponchielli,Amilcare_Ponchielli_before_1886_-_Archivio_Storico_Ricordi_FOTO000794_-_Restoration.jpg," Adam Cuerden's restorations, Amilcare Ponchielli, 19th-century portrait photographs of sitting men at half length, Portraits in the Archivio Storico Ricordi, Sepia portrait photographs of men, Male fur clothing, Fur fashion in 1971, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_363.jpg,1959,Aminah_CendrakasihC_c._1959C_by_Tati_Photo_Studio.jpg," Aminah Cendrakasih, 20th-century black and white portrait photographs of women at bust length, Black and white photographs of women smiling with teeth, 1959 black and white portrait photographs of women, Tati Photo Studio, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_364.jpg,"Ear moth, wingspan 29–34 mm",Amphipoea_oculea_-_Keila.jpg," Amphipoea oculea, Nature of Keila, Focus stacking images of Lepidoptera, Lepidoptera on Knautia arvensis flowers, Flowers on green background, Close-up photographs of Lepidoptera on flowers, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_365.jpg,,Amphiprion_perideraion_Pink_anemonefish_in_Heteractis_magnifica_Magnificent_sea_anemone.jpg," Marine animals at Dive K-41, Amphiprion ocellaris of East Timor, Reefs of East Timor, Amphiprion perideraion, Coral reefs, Radianthus magnifica, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_366.jpg,,Amphitheatrum_sapientiae_aeternae_-_Alchemists_Laboratory.jpg," Prints by Hans Vredeman de Vries, Amphitheatrum sapientiae aeternae, Round engravings, 1595 engravings, Men kneeling in art, Men in rooms in art, Book illustrations, Alchemists in art, Green tablecloths, Tablecloths in art, Kneeling in prayer in art, Round pictures, Latin inscriptions in art, 1606 illustrations, Nec temere nec timide, Christian Cabala, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_367.jpg,,Amplang_from_KotabaruC_South_Kalimantan_2015-05-23_01.jpg," Amplang, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_368.jpg,,Amplexus_Bufo_bufo_2010-03-29.jpg," Bufo bufo in amplexus, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_369.jpg,,Ampulex_compressa.jpg," Ampulex compressa, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_370.jpg,,Amstel.jpg," Binnen Amstel, Brug 242, Magere Brug, July 2009 in Amsterdam, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_371.jpg,,AmstelAmsterdamNederland.jpg," Singel, Amsterdam, Munttoren, 1900 in Amsterdam, P.Z., "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_372.jpg,,AmstelHotelAmsterdam.jpg," Amstel Hotel, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_373.jpg,,Amsterdam_Canals_-_July_2006.jpg," Prinsengracht, Amsterdam, 2006 in Amsterdam, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_374.jpg,,Amsterdam_Centraal_Station2.jpg," Amsterdam Central station facade, Amsterdam on photochrome prints, Horse-drawn trams in Amsterdam, Brug 306, Sint Nicolaasbrug, Amsterdam files of unknown decade, P.Z., "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_375.jpg,,Amsterdam_photochrom2.jpg," Amsterdam on photochrome prints, Horse-drawn trams in Amsterdam, History of Dam Square, De Bisschop (1899-1933), Naatje van de Dam, Dam 2b-4, Amsterdam, Dam 6, Amsterdam, Dam 8, Amsterdam, Amsterdam files of unknown decade, P.Z., "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_376.jpg,,Amundsen-Scott_marsstation_ray_h_edit.jpg," Aurora australis, Amundsen-Scott South Pole Station, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_377.jpg,,Am%C3%A9d%C3%A9e_Forestier_-_Illustrated_London_News_-_Gilbert_and_Sullivan_-_Ruddygore_Ruddigore.jpg," Adam Cuerden's restorations, The Illustrated London News 1887, 1887 prints of people, Illustrations by Amédée Forestier, Ruddigore, 1887 in theatre, Savoy Theatre, London, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_378.jpg,"An Experiment on a Bird in an Air Pump (1768). Oil on canvas. 182.9 x 243.9 cm (72 x 96 in). National Gallery, London",An_Experiment_on_a_Bird_in_an_Air_Pump_by_Joseph_Wright_of_DerbyC_1768.jpg," Experiment on a Bird in an Air Pump, Historical laboratory equipment, Paintings by Joseph Wright of Derby, Chemistry in art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_379.jpg,,An_F-A-18C_Hornet_launches_from_the_flight_deck_of_the_conventionally_powered_aircraft_carrier.jpg," F/A-18C Hornet in flight, Flight deck of USS Kitty Hawk (CV-63), Strakes, F/A-18C Hornet aircraft carrier launches, Strike Fighter Squadron 192 (United States Navy), Aircraft in 2005, 300 (modex), "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_380.jpg,,An_Iconic_Photograph_of_1990_Nepalese_revolution.jpg," Politics of Nepal, Victory rally at Kathmandu during the 1990 Nepalese revolution, Groups of people in Nepal, Women of Nepal, Women with arms raised, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_381.jpg,,An_old_man_in_newsagents_shopC_Paris_September_2011.jpg," Newspaper stands in Paris, Anonymous people of Paris, Place de l'École-Militaire (Paris), September 2011 in Paris, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_382.jpg,,Ana_Santos_Aramburo_en_la_sede_de_Recoletos_de_la_Biblioteca_Nacional_de_Espa%C3%B1a_crop_2.jpg," Ana Santos Aramburo, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_383.jpg,,ANA_soldier_with_RPG-7_in_2013-cropped.jpg," Soldiers of the Afghan National Army in 2013, Helmand Province, Camp Shorabak, Male people with RPG-7, RPG-7 in Afghan service, Backblast, Grenades in flight, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_384.jpg,,Anas_platyrhynchos_male_female_quadrat.jpg," Anas platyrhynchos (mixed pairs in April), "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_385.jpg,,Anas-americana-004.jpg," Mareca americana, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_386.jpg,,Anas-strepera-001.jpg," Birds of Humber Bay Park, Mareca strepera in Canada, March 2006 in Toronto, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_387.jpg,,Anastomus_oscitans_-_Bueng_Boraphet.jpg," Anastomus oscitans, Birds of Bueng Boraphet, Ciconiiformes of Thailand, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_388.jpg,,Anax_imperator_qtl2.jpg," Anax imperator, Insects of Tenerife, Anisoptera of Spain, Nature of Puerto de la Cruz, Blue insects, Symmetry in biology, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_389.jpg,,Anbetung_der_K%C3%B6nige_BruegelC_1564_%E2_cropped.jpg," The Adoration of the Kings by Pieter Bruegel the Elder (National Gallery, London), "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_390.jpg,,Andasol_5.jpg," Andasol Solar Power Station, Aerial photographs of the province of Granada, Aerial photographs of power plants in Spain, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_391.jpg,,Andersonville_Prison.jpg," Andersonville prison, American Civil War art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_392.jpg,,Andinoacara_rivulatus_-_Karlsruhe_Zoo_01_edit1.jpg," Andinoacara rivulatus, Fish in Zoo Karlsruhe, Zoo Karlsruhe, Exotenhaus, Animalia in right lateral aspect, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_393.jpg,,Andrees_Station3.jpg," Balloon history, Andrée polar expedition, Virgohamna, Spitsbergen on photochrome prints, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_394.jpg,,Andrew_Curtin2.jpg," Andrew Gregg Curtin, 1850s portrait photographs of men, 1860s portrait photographs of men, 19th-century portrait photographs of standing men at three-quarter length, Formal trousers, Frock coats, Lapels, Men looking left, Portrait photographs with hands resting on back of chair, Double-breasted clothing, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_395.jpg,Andromeda Galaxy,Andromeda_Galaxy_with_h-alpha.jpg," Amateur photos of the Andromeda Galaxy, NGC 206, Hydrogen spectral series, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_396.jpg,Andromeda Galaxy - Heic1502a,Andromeda_Galaxy_M31_-_Heic1502a_Full_resolution.jpg," Andromeda Galaxy, Hubble images of spiral galaxies, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_397.jpg,,Andromeda_galaxy_Ssc2005-20a1.jpg," Andromeda Galaxy, Images by Spitzer Space Telescope, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_398.jpg,"Andy Pettitte pitching for the New York Yankees during a game against the Baltimore Orioles at Oriole Park at Camden Yards on August 31, 2009.",Andy_Pettitte_by_Keith_Allison_8_31_09_pic2_CROP.jpg," Andy Pettitte, 2009 New York Yankees season, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_399.jpg,,Ane_BrunC_Le_Cargo_interviewC_2008.jpg," Ane Brun, Women facing right and looking left, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_400.jpg,,Anefo_932-2378_Keke_RosbergC_ZandvoortC_03-07-1982_-_Restoration.jpg," Keke Rosberg in 1982, 1982 Dutch Grand Prix, Black and white photographs of automobile racing in 1982, Black and white portrait photographs of people associated with automobile racing, Photographs by Hans van Dijk at Circuit Zandvoort (1982), 20th-century black and white portrait photographs of standing men at bust length, 20th-century black and white portrait photographs of men with moustaches at bust length, 1982 black and white portrait photographs of men, Black and white photographs of the Netherlands in the 1980s, 1982 black and white photographs of people, Men facing left and looking right, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_401.jpg,,Anemone_hupehensis_var._japonica_1.jpg," Anemone 'Honorine Jobert', "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_402.jpg,,Anemone_purple_anemonefish.jpg," Radianthus magnifica, Marine animals at Tasitolu, Amphiprion ocellaris of East Timor, Coral Triangle, Quality images of East Timor, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_403.jpg,,Anfiteatro_de_PulaC_CroaciaC_2017-04-16C_DD_01-06_PAN.jpg," Amphitheatre (Pula), interior, Clouds and blue sky in Croatia, Stitched images, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_404.jpg,,AnfiteatroC_El_JemC_T%C3%BAnezC_2016-09-04C_DD_55-66_HDR_PAN.jpg," September 2016 in Tunisia, Arena of the amphitheatre of El Jem, Panoramics in El Jem, September 2016 in Africa, Muradid dynasty, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_405.jpg,,Angel_from_The_Song_of_Bethlehem.jpg," Dalziel Brothers, Engravings of angels, Christmas angels, Christmas 1901, Gloria in excelsis Deo, December 1901 in the United Kingdom, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_406.jpg,Angela Davis,Angela_Davis_in_a_half-length_portrait_by_Bernard_Gotfryd_-_crop.jpg," Adam Cuerden's restorations, Angela Davis in 1974, Photographs by Bernard Gotfryd, 1974 black and white portrait photographs of women, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_407.jpg,"Venus, Cupid, Folly and Time (also called An Allegory of Venus and Cupid and A Triumph of Venus) (c. 1545). Oil on wood, 146.1 × 116.2 cm (57.5 in × 45.7 in). National Gallery, London",Angelo_Bronzino_-_VenusC_CupidC_Folly_and_Time_-_National_GalleryC_London.jpg," Allegory of the Triumph of Venus by Agnolo Bronzino, The Nude: a study in ideal form, Works by Agnolo Bronzino by Baccheschi number, Allegories of madness, Kisses in paintings, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_408.jpg,,Anna_Ancher_-_Harvesters_-_Google_Art_Project.jpg," Paintings of reapers, Paintings by Anna Ancher in Skagens Museum, 1905 paintings by Anna Ancher, Paintings of people by Anna Ancher, 1905 paintings of people from Denmark, Paintings of people in Skagens Museum, 20th-century paintings of people in Denmark, 1905 paintings in Denmark, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_409.jpg,,Anna_Bili%C5ska-Bohdanowiczowa_-_At_the_seaside_-_MP_203_-_National_Museum_in_Warsaw.jpg," Portal Poland, Paintings by Anna Bilińska-Bohdanowiczowa in the National Museum in Warsaw, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_410.jpg,"A Negress (Murzynka) (1884), by Anna Bilińska-Bohdanowicz. Oil on canvas, 63 × 48.8 cm (25 × 19.2 in). Warsaw National Museum",Anna_Bili%C5ska-Bohdanowiczowa_-_Black_girl_-_MP_5531_-_National_Museum_in_Warsaw.jpg," Portal Poland, A Black Woman by Anna Bilińska-Bohdanowiczowa, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_411.jpg,,Anna_FernqvistC_rollportr%C3%A4tt_-_SMV_-_H1_122_-_Restoration.jpg," Adam Cuerden's restorations, Photographs by Ferdinand Flodin, Anna Bartels, 1901 in theatre, 1901 black and white portrait photographs of women, 20th-century black and white portrait photographs of standing women at full length in theatrical costumes, Helleday Collection, Black and white photographs of performers at Kungliga operan, La bohème, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_412.jpg,Fortitude!,Anna_Klumpke_-_Portrait_of_Rosa_Bonheur_.jpg," Anna Elizabeth Klumpke, 19th-century portrait paintings in the Metropolitan Museum of Art, Portrait paintings of females in the Metropolitan Museum of Art, American paintings in the Metropolitan Museum of Art, Gallery 774, Metropolitan Museum of Art, Portraits of Rosa Bonheur, 1898 oil on canvas paintings in the United States, 1890s portrait paintings from the United States (female), 1898 portrait paintings of women, 19th-century oil portraits of sitting women at three-quarter length, Badges of the Legion of Honour in portrait paintings, Female gray hair in art, Females drawing in art, 19th-century female painters in art, Females with art materials, Female people with objects in art, 1 female person in art, Gray hair in art, Portrait paintings of painters, 19th-century portrait paintings of females with purple dresses, Sitting women looking at viewer, Three-quarter view portrait paintings of women, facing left, Female hands in art, People with artwork, Female short hair in art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_413.jpg,,Anna_Palm_-_A_game_of_Lhombre_in_Br%C3%B8ndums_Hotel_-_Google_Art_Project.jpg," Paintings in Skagens Museum, 1885 paintings, Anna Palm de Rosa, People playing card games in art, Men smoking (activity), Men smoking cigarettes in art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_414.jpg,,AnnanStaff2.jpg," Chaharshanbe Suri, Firetwirling, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_415.jpg,,AnnapolisGraduation.jpg," Military ceremonies of the United States, Hat tossing at graduation ceremonies of the United States Naval Academy, U.S. Naval Academy Graduation May 27, 2005, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_416.jpg,,Anne_Dallas_Dudley_LOC.jpg," Anne Dallas Dudley, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_417.jpg,Portrait of Anne of Cleves,Anne_de_Cl%C3%A8ves_-_Hans_Holbein_le_Jeune_-_Mus%C3%A9e_du_Louvre_Peintures_INV_1348_B_MR_756_-_version_2.jpg," Anne of Cleves by Hans Holbein der Jüngere (Louvre), "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_418.jpg,The Great American Bachelor,Annex_-_StewartC_James_Call_Northside_777_01.jpg," James Stewart in 1948, Call Northside 777, 20th Century Fox publicity photos, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_419.jpg,,Annika_Beck_2C_2015_Wimbledon_Qualifying_-_Diliff.jpg," Annika Beck in 2015, 2015 Wimbledon Qualifying Tournament, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_420.jpg,,Annkathrin_Kammeyer_IMG_3337_edit.jpg," Annkathrin Kammeyer, Women wearing shawls, Portrait photographs of women smiling, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_421.jpg,"The Annunciation (c. 1434). Oil transferred from wood to canvas, 90.2 x 34.1 cm (35.5 x 13.4 in). National Gallery of Art, Washington, D.C.",Annunciation_-_Jan_van_Eyck_-_1434_-_NG_Wash_DC.jpg," Annunciation by Jan van Eyck (Washington DC), Bull's-eye windowpane windows, Van Eyck. An Optical Revolution, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_422.jpg,,Annunciation_Memling.jpg," Annunciation by Hans Memling - Metropolitan Museum of Art - ca. 1480s - 1975.1.113, Red hair in paintings, Female strawberry blond hair in art, Male strawberry blond hair in art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_423.jpg,,Anole_Lizard_Hilo_Hawaii_edit.jpg," Anolis carolinensis, Animals on handrails, Reptiles of Hawaii, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_424.jpg,,Anolis_carolinensis.jpg," Green reptiles, Anolis carolinensis heads, Reptiles with black background, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_425.jpg,,Anonym_Kaiser_Ferdinand_I.jpg," 16th-century portrait paintings, artist missing, Portrait paintings of Ferdinand I, Holy Roman Emperor, Anonymous paintings in the Kunsthistorisches Museum, 1510s paintings in Austria, 1500s portrait paintings of men, 16th-century oil on panel paintings in Austria, 16th-century oil portraits of boys at half length, 16th-century portrait paintings in the Kunsthistorisches Museum, Male people with livery collars in art, Paintings with pageboy haircut, Paper sheets in portrait paintings, Portraits with ornamental background, Ferdinand I, Holy Roman Emperor in art, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_426.jpg,,Anopterus_glandulosus.jpg," Anopterus glandulosus, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_427.jpg,,Another_Place3_edit2.jpg," Another Place, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_428.jpg,,Another_voice_for_Cleveland_-_F.B._LCCN95522869_-_restoration2.jpg," Frank Beard's Judge covers, 1884 covers of Judge magazine, Caricatures of Grover Cleveland, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_429.jpg,,Anscombes_quartet_3_cropped.jpg," Anscombe's quartet, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_430.jpg,,Ansel_Adams_-_National_Archives_79-AA-Q01_restored.jpg," Mission San Geronimo de Taos, Taos Pueblo as photographed by Ansel Adams, Courtyards in New Mexico, Church facades in New Mexico, Doors in New Mexico, Gates in New Mexico, Towers in New Mexico, Walls in New Mexico, Church portals in New Mexico, Historic district contributing properties in New Mexico, 1942 in New Mexico, Black and white photographs of New Mexico, Black and white photographs of religious buildings, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_431.jpg,,Ansel_Adams_and_camera.jpg," Ansel Adams, Black and white portrait photographs of men of the United States, Black and white photographs of California in the 1950s, Historical images of Yosemite National Park, People with cameras on tripods, Black and white portrait photographs of men with beards wearing hats, Black and white photographs of men wearing hats in the United States, 1950s beards, 1950 black and white portrait photographs of men, 1950 in California, Sierra Club, J. Malcolm Greany, Photographs taken on film, Weston light meters, People of the United States in 1950, Black and white portrait photographs of men with beards, 20th-century black and white portrait photographs of men at three-quarter length, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_432.jpg,"Monolith, the Face of Half Dome, by Ansel Adams",Ansel-adams-monolith-the-face-of-half-dome_-_edit1.jpg," Black and white photographs of California in the 1920s, Historical images of Half Dome, Half Dome in 1927, 1927 black and white photographs, Photographs by Ansel Adams, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_433.jpg,,Anser_cygnoides.jpg," Domesticated goose heads, Chinese geese, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_434.jpg,"Antanas Smetona, one of the signatories of the Act of Independence of Lithuania and the first President of Lithuania.",Antanas_Smetona_2.jpg," Antanas Smetona, Knights Grand Cross of the Order of Pius IX, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_435.jpg,,Antarctic_Sound-2016-Brown_Bluff%E2Leopard_seal_Hydrurga_leptonyx_04.jpg," Hydrurga leptonyx, Antarctic Sound, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_436.jpg,A Leopard seal (Hydrurga leptonyx) with open jaws laying in ice.,Antarctic_Sound-2016-Brown_Bluff%E2Leopard_seal_Hydrurga_leptonyx_05.jpg," Hydrurga leptonyx, Antarctic Sound, January 2016 in Antarctica, "
c:\Users\User\Documents\DCU_MSC\Semester4\Mechanics of search\Assignment_2\Image_db\img_437.jpg,"The continent of Antarctica, circa 2006.",Antarctica_6400px_from_Blue_Marble.jpg," NASA MODIS images of Antarctica, Blue Marble 2002 images, October 2006 in Antarctica, 2006 satellite pictures, Maps with orthographic projection (cropped), "
